date,Appliances
2016/1/19 11:10,20
2016/1/19 11:20,20
2016/1/19 11:30,30
2016/1/19 11:40,50
2016/1/19 11:50,40
2016/1/19 12:00,50
2016/1/19 12:10,40
2016/1/19 12:20,40
2016/1/19 12:30,40
2016/1/19 12:40,40
2016/1/19 12:50,50
2016/1/19 13:00,50
2016/1/19 13:10,50
2016/1/19 13:20,30
2016/1/19 13:30,30
2016/1/19 13:40,20
2016/1/19 13:50,20
2016/1/19 14:00,50
2016/1/19 14:10,50
2016/1/19 14:20,50
2016/1/19 14:30,40
2016/1/19 14:40,40
2016/1/19 14:50,40
2016/1/19 15:00,40
2016/1/19 15:10,40
2016/1/19 15:20,50
2016/1/19 15:30,60
2016/1/19 15:40,20
2016/1/19 15:50,20
2016/1/19 16:00,30
2016/1/19 16:10,40
2016/1/19 16:20,40
2016/1/19 16:30,50
2016/1/19 16:40,40
2016/1/19 16:50,50
2016/1/19 17:00,50
2016/1/19 17:10,40
2016/1/19 17:20,40
2016/1/19 17:30,50
2016/1/19 17:40,60
2016/1/19 17:50,190
2016/1/19 18:00,350
2016/1/19 18:10,210
2016/1/19 18:20,140
2016/1/19 18:30,110
2016/1/19 18:40,120
2016/1/19 18:50,120
2016/1/19 19:00,110
2016/1/19 19:10,260
2016/1/19 19:20,550
2016/1/19 19:30,480
2016/1/19 19:40,360
2016/1/19 19:50,360
2016/1/19 20:00,290
2016/1/19 20:10,460
2016/1/19 20:20,570
2016/1/19 20:30,470
2016/1/19 20:40,450
2016/1/19 20:50,450
2016/1/19 21:00,380
2016/1/19 21:10,110
2016/1/19 21:20,110
2016/1/19 21:30,110
2016/1/19 21:40,100
2016/1/19 21:50,110
2016/1/19 22:00,120
2016/1/19 22:10,70
2016/1/19 22:20,50
2016/1/19 22:30,40
2016/1/19 22:40,30
2016/1/19 22:50,30
2016/1/19 23:00,50
2016/1/19 23:10,50
2016/1/19 23:20,50
2016/1/19 23:30,40
2016/1/19 23:40,50
2016/1/19 23:50,40
2016/1/20 0:00,40
2016/1/20 0:10,50
2016/1/20 0:20,40
2016/1/20 0:30,30
2016/1/20 0:40,30
2016/1/20 0:50,30
2016/1/20 1:00,30
2016/1/20 1:10,50
2016/1/20 1:20,40
2016/1/20 1:30,50
2016/1/20 1:40,50
2016/1/20 1:50,50
2016/1/20 2:00,40
2016/1/20 2:10,40
2016/1/20 2:20,40
2016/1/20 2:30,30
2016/1/20 2:40,20
2016/1/20 2:50,20
2016/1/20 3:00,30
2016/1/20 3:10,50
2016/1/20 3:20,50
2016/1/20 3:30,40
2016/1/20 3:40,50
2016/1/20 3:50,40
2016/1/20 4:00,40
2016/1/20 4:10,50
2016/1/20 4:20,50
2016/1/20 4:30,50
2016/1/20 4:40,30
2016/1/20 4:50,30
2016/1/20 5:00,20
2016/1/20 5:10,20
2016/1/20 5:20,40
2016/1/20 5:30,50
2016/1/20 5:40,50
2016/1/20 5:50,50
2016/1/20 6:00,40
2016/1/20 6:10,80
2016/1/20 6:20,40
2016/1/20 6:30,50
2016/1/20 6:40,340
2016/1/20 6:50,150
2016/1/20 7:00,50
2016/1/20 7:10,40
2016/1/20 7:20,60
2016/1/20 7:30,60
2016/1/20 7:40,60
2016/1/20 7:50,50
2016/1/20 8:00,70
2016/1/20 8:10,60
2016/1/20 8:20,60
2016/1/20 8:30,60
2016/1/20 8:40,350
2016/1/20 8:50,360
2016/1/20 9:00,80
2016/1/20 9:10,50
2016/1/20 9:20,60
2016/1/20 9:30,80
2016/1/20 9:40,50
2016/1/20 9:50,80
2016/1/20 10:00,90
2016/1/20 10:10,90
2016/1/20 10:20,70
2016/1/20 10:30,90
2016/1/20 10:40,60
2016/1/20 10:50,70
2016/1/20 11:00,90
2016/1/20 11:10,70
2016/1/20 11:20,110
2016/1/20 11:30,70
2016/1/20 11:40,70
2016/1/20 11:50,80
2016/1/20 12:00,330
2016/1/20 12:10,220
2016/1/20 12:20,70
2016/1/20 12:30,60
2016/1/20 12:40,50
2016/1/20 12:50,60
2016/1/20 13:00,80
2016/1/20 13:10,70
2016/1/20 13:20,80
2016/1/20 13:30,70
2016/1/20 13:40,80
2016/1/20 13:50,70
2016/1/20 14:00,80
2016/1/20 14:10,50
2016/1/20 14:20,40
2016/1/20 14:30,30
2016/1/20 14:40,50
2016/1/20 14:50,80
2016/1/20 15:00,80
2016/1/20 15:10,80
2016/1/20 15:20,70
2016/1/20 15:30,90
2016/1/20 15:40,80
2016/1/20 15:50,80
2016/1/20 16:00,80
2016/1/20 16:10,70
2016/1/20 16:20,60
2016/1/20 16:30,50
2016/1/20 16:40,80
2016/1/20 16:50,80
2016/1/20 17:00,60
2016/1/20 17:10,70
2016/1/20 17:20,340
2016/1/20 17:30,360
2016/1/20 17:40,160
2016/1/20 17:50,120
2016/1/20 18:00,90
2016/1/20 18:10,90
2016/1/20 18:20,90
2016/1/20 18:30,80
2016/1/20 18:40,170
2016/1/20 18:50,830
2016/1/20 19:00,540
2016/1/20 19:10,340
2016/1/20 19:20,410
2016/1/20 19:30,390
2016/1/20 19:40,360
2016/1/20 19:50,330
2016/1/20 20:00,210
2016/1/20 20:10,100
2016/1/20 20:20,160
2016/1/20 20:30,390
2016/1/20 20:40,440
2016/1/20 20:50,400
2016/1/20 21:00,420
2016/1/20 21:10,390
2016/1/20 21:20,410
2016/1/20 21:30,210
2016/1/20 21:40,70
2016/1/20 21:50,60
2016/1/20 22:00,50
2016/1/20 22:10,70
2016/1/20 22:20,160
2016/1/20 22:30,360
2016/1/20 22:40,150
2016/1/20 22:50,60
2016/1/20 23:00,60
2016/1/20 23:10,50
2016/1/20 23:20,50
2016/1/20 23:30,50
2016/1/20 23:40,50
2016/1/20 23:50,50
2016/1/21 0:00,60
2016/1/21 0:10,50
2016/1/21 0:20,40
2016/1/21 0:30,20
2016/1/21 0:40,30
2016/1/21 0:50,50
2016/1/21 1:00,50
2016/1/21 1:10,60
2016/1/21 1:20,60
2016/1/21 1:30,60
2016/1/21 1:40,40
2016/1/21 1:50,60
2016/1/21 2:00,40
2016/1/21 2:10,40
2016/1/21 2:20,40
2016/1/21 2:30,30
2016/1/21 2:40,40
2016/1/21 2:50,60
2016/1/21 3:00,50
2016/1/21 3:10,50
2016/1/21 3:20,40
2016/1/21 3:30,50
2016/1/21 3:40,50
2016/1/21 3:50,60
2016/1/21 4:00,50
2016/1/21 4:10,40
2016/1/21 4:20,30
2016/1/21 4:30,30
2016/1/21 4:40,40
2016/1/21 4:50,50
2016/1/21 5:00,50
2016/1/21 5:10,60
2016/1/21 5:20,60
2016/1/21 5:30,50
2016/1/21 5:40,40
2016/1/21 5:50,50
2016/1/21 6:00,50
2016/1/21 6:10,60
2016/1/21 6:20,30
2016/1/21 6:30,30
2016/1/21 6:40,50
2016/1/21 6:50,50
2016/1/21 7:00,50
2016/1/21 7:10,40
2016/1/21 7:20,60
2016/1/21 7:30,40
2016/1/21 7:40,50
2016/1/21 7:50,40
2016/1/21 8:00,30
2016/1/21 8:10,20
2016/1/21 8:20,20
2016/1/21 8:30,40
2016/1/21 8:40,40
2016/1/21 8:50,40
2016/1/21 9:00,50
2016/1/21 9:10,60
2016/1/21 9:20,60
2016/1/21 9:30,60
2016/1/21 9:40,50
2016/1/21 9:50,40
2016/1/21 10:00,30
2016/1/21 10:10,50
2016/1/21 10:20,70
2016/1/21 10:30,60
2016/1/21 10:40,60
2016/1/21 10:50,60
2016/1/21 11:00,60
2016/1/21 11:10,60
2016/1/21 11:20,50
2016/1/21 11:30,50
2016/1/21 11:40,40
2016/1/21 11:50,50
2016/1/21 12:00,50
2016/1/21 12:10,60
2016/1/21 12:20,60
2016/1/21 12:30,50
2016/1/21 12:40,50
2016/1/21 12:50,50
2016/1/21 13:00,50
2016/1/21 13:10,50
2016/1/21 13:20,290
2016/1/21 13:30,360
2016/1/21 13:40,230
2016/1/21 13:50,60
2016/1/21 14:00,70
2016/1/21 14:10,70
2016/1/21 14:20,80
2016/1/21 14:30,60
2016/1/21 14:40,60
2016/1/21 14:50,40
2016/1/21 15:00,50
2016/1/21 15:10,50
2016/1/21 15:20,40
2016/1/21 15:30,40
2016/1/21 15:40,40
2016/1/21 15:50,50
2016/1/21 16:00,40
2016/1/21 16:10,50
2016/1/21 16:20,40
2016/1/21 16:30,40
2016/1/21 16:40,40
2016/1/21 16:50,40
2016/1/21 17:00,50
2016/1/21 17:10,40
2016/1/21 17:20,20
2016/1/21 17:30,20
2016/1/21 17:40,30
2016/1/21 17:50,50
2016/1/21 18:00,70
2016/1/21 18:10,90
2016/1/21 18:20,110
2016/1/21 18:30,200
2016/1/21 18:40,430
2016/1/21 18:50,1070
2016/1/21 19:00,890
2016/1/21 19:10,590
2016/1/21 19:20,100
2016/1/21 19:30,100
2016/1/21 19:40,120
2016/1/21 19:50,150
2016/1/21 20:00,120
2016/1/21 20:10,120
2016/1/21 20:20,160
2016/1/21 20:30,480
2016/1/21 20:40,460
2016/1/21 20:50,360
2016/1/21 21:00,330
2016/1/21 21:10,310
2016/1/21 21:20,250
2016/1/21 21:30,220
2016/1/21 21:40,90
2016/1/21 21:50,80
2016/1/21 22:00,80
2016/1/21 22:10,70
2016/1/21 22:20,50
2016/1/21 22:30,50
2016/1/21 22:40,40
2016/1/21 22:50,40
2016/1/21 23:00,40
2016/1/21 23:10,30
2016/1/21 23:20,50
2016/1/21 23:30,50
2016/1/21 23:40,40
2016/1/21 23:50,50
2016/1/22 0:00,40
2016/1/22 0:10,40
2016/1/22 0:20,40
2016/1/22 0:30,40
2016/1/22 0:40,50
2016/1/22 0:50,30
2016/1/22 1:00,30
2016/1/22 1:10,20
2016/1/22 1:20,40
2016/1/22 1:30,40
2016/1/22 1:40,50
2016/1/22 1:50,40
2016/1/22 2:00,50
2016/1/22 2:10,50
2016/1/22 2:20,40
2016/1/22 2:30,40
2016/1/22 2:40,30
2016/1/22 2:50,20
2016/1/22 3:00,30
2016/1/22 3:10,30
2016/1/22 3:20,40
2016/1/22 3:30,50
2016/1/22 3:40,40
2016/1/22 3:50,50
2016/1/22 4:00,30
2016/1/22 4:10,40
2016/1/22 4:20,40
2016/1/22 4:30,50
2016/1/22 4:40,40
2016/1/22 4:50,20
2016/1/22 5:00,20
2016/1/22 5:10,30
2016/1/22 5:20,40
2016/1/22 5:30,40
2016/1/22 5:40,50
2016/1/22 5:50,50
2016/1/22 6:00,40
2016/1/22 6:10,50
2016/1/22 6:20,40
2016/1/22 6:30,40
2016/1/22 6:40,30
2016/1/22 6:50,30
2016/1/22 7:00,20
2016/1/22 7:10,30
2016/1/22 7:20,70
2016/1/22 7:30,50
2016/1/22 7:40,60
2016/1/22 7:50,40
2016/1/22 8:00,40
2016/1/22 8:10,40
2016/1/22 8:20,60
2016/1/22 8:30,50
2016/1/22 8:40,30
2016/1/22 8:50,80
2016/1/22 9:00,340
2016/1/22 9:10,50
2016/1/22 9:20,50
2016/1/22 9:30,60
2016/1/22 9:40,60
2016/1/22 9:50,60
2016/1/22 10:00,60
2016/1/22 10:10,50
2016/1/22 10:20,60
2016/1/22 10:30,30
2016/1/22 10:40,30
2016/1/22 10:50,30
2016/1/22 11:00,340
2016/1/22 11:10,400
2016/1/22 11:20,70
2016/1/22 11:30,50
2016/1/22 11:40,40
2016/1/22 11:50,40
2016/1/22 12:00,40
2016/1/22 12:10,40
2016/1/22 12:20,30
2016/1/22 12:30,30
2016/1/22 12:40,20
2016/1/22 12:50,30
2016/1/22 13:00,40
2016/1/22 13:10,50
2016/1/22 13:20,40
2016/1/22 13:30,40
2016/1/22 13:40,50
2016/1/22 13:50,50
2016/1/22 14:00,40
2016/1/22 14:10,30
2016/1/22 14:20,20
2016/1/22 14:30,20
2016/1/22 14:40,20
2016/1/22 14:50,40
2016/1/22 15:00,50
2016/1/22 15:10,50
2016/1/22 15:20,40
2016/1/22 15:30,40
2016/1/22 15:40,40
2016/1/22 15:50,40
2016/1/22 16:00,40
2016/1/22 16:10,20
2016/1/22 16:20,30
2016/1/22 16:30,20
2016/1/22 16:40,40
2016/1/22 16:50,40
2016/1/22 17:00,40
2016/1/22 17:10,40
2016/1/22 17:20,40
2016/1/22 17:30,40
2016/1/22 17:40,50
2016/1/22 17:50,50
2016/1/22 18:00,20
2016/1/22 18:10,20
2016/1/22 18:20,20
2016/1/22 18:30,30
2016/1/22 18:40,40
2016/1/22 18:50,40
2016/1/22 19:00,50
2016/1/22 19:10,40
2016/1/22 19:20,50
2016/1/22 19:30,40
2016/1/22 19:40,30
2016/1/22 19:50,20
2016/1/22 20:00,20
2016/1/22 20:10,20
2016/1/22 20:20,50
2016/1/22 20:30,50
2016/1/22 20:40,40
2016/1/22 20:50,40
2016/1/22 21:00,40
2016/1/22 21:10,40
2016/1/22 21:20,40
2016/1/22 21:30,30
2016/1/22 21:40,20
2016/1/22 21:50,30
2016/1/22 22:00,30
2016/1/22 22:10,40
2016/1/22 22:20,40
2016/1/22 22:30,40
2016/1/22 22:40,40
2016/1/22 22:50,40
2016/1/22 23:00,50
2016/1/22 23:10,40
2016/1/22 23:20,20
2016/1/22 23:30,20
2016/1/22 23:40,20
2016/1/22 23:50,40
2016/1/23 0:00,40
2016/1/23 0:10,50
2016/1/23 0:20,40
2016/1/23 0:30,50
2016/1/23 0:40,40
2016/1/23 0:50,40
2016/1/23 1:00,20
2016/1/23 1:10,20
2016/1/23 1:20,20
2016/1/23 1:30,30
2016/1/23 1:40,50
2016/1/23 1:50,50
2016/1/23 2:00,40
2016/1/23 2:10,40
2016/1/23 2:20,40
2016/1/23 2:30,40
2016/1/23 2:40,30
2016/1/23 2:50,20
2016/1/23 3:00,30
2016/1/23 3:10,30
2016/1/23 3:20,40
2016/1/23 3:30,40
2016/1/23 3:40,50
2016/1/23 3:50,40
2016/1/23 4:00,40
2016/1/23 4:10,30
2016/1/23 4:20,50
2016/1/23 4:30,20
2016/1/23 4:40,20
2016/1/23 4:50,20
2016/1/23 5:00,40
2016/1/23 5:10,40
2016/1/23 5:20,50
2016/1/23 5:30,40
2016/1/23 5:40,40
2016/1/23 5:50,50
2016/1/23 6:00,50
2016/1/23 6:10,10
2016/1/23 6:20,20
2016/1/23 6:30,20
2016/1/23 6:40,40
2016/1/23 6:50,40
2016/1/23 7:00,40
2016/1/23 7:10,50
2016/1/23 7:20,50
2016/1/23 7:30,40
2016/1/23 7:40,40
2016/1/23 7:50,20
2016/1/23 8:00,20
2016/1/23 8:10,40
2016/1/23 8:20,120
2016/1/23 8:30,160
2016/1/23 8:40,220
2016/1/23 8:50,130
2016/1/23 9:00,210
2016/1/23 9:10,140
2016/1/23 9:20,130
2016/1/23 9:30,190
2016/1/23 9:40,130
2016/1/23 9:50,120
2016/1/23 10:00,120
2016/1/23 10:10,120
2016/1/23 10:20,200
2016/1/23 10:30,120
2016/1/23 10:40,110
2016/1/23 10:50,120
2016/1/23 11:00,130
2016/1/23 11:10,130
2016/1/23 11:20,170
2016/1/23 11:30,110
2016/1/23 11:40,140
2016/1/23 11:50,110
2016/1/23 12:00,120
2016/1/23 12:10,110
2016/1/23 12:20,110
2016/1/23 12:30,250
2016/1/23 12:40,250
2016/1/23 12:50,100
2016/1/23 13:00,120
2016/1/23 13:10,120
2016/1/23 13:20,140
2016/1/23 13:30,190
2016/1/23 13:40,150
2016/1/23 13:50,150
2016/1/23 14:00,150
2016/1/23 14:10,150
2016/1/23 14:20,140
2016/1/23 14:30,130
2016/1/23 14:40,180
2016/1/23 14:50,280
2016/1/23 15:00,170
2016/1/23 15:10,130
2016/1/23 15:20,80
2016/1/23 15:30,80
2016/1/23 15:40,70
2016/1/23 15:50,80
2016/1/23 16:00,60
2016/1/23 16:10,40
2016/1/23 16:20,50
2016/1/23 16:30,70
2016/1/23 16:40,80
2016/1/23 16:50,120
2016/1/23 17:00,120
2016/1/23 17:10,420
2016/1/23 17:20,410
2016/1/23 17:30,240
2016/1/23 17:40,220
2016/1/23 17:50,60
2016/1/23 18:00,70
2016/1/23 18:10,90
2016/1/23 18:20,110
2016/1/23 18:30,90
2016/1/23 18:40,100
2016/1/23 18:50,90
2016/1/23 19:00,90
2016/1/23 19:10,90
2016/1/23 19:20,70
2016/1/23 19:30,70
2016/1/23 19:40,80
2016/1/23 19:50,100
2016/1/23 20:00,100
2016/1/23 20:10,90
2016/1/23 20:20,110
2016/1/23 20:30,110
2016/1/23 20:40,110
2016/1/23 20:50,110
2016/1/23 21:00,100
2016/1/23 21:10,80
2016/1/23 21:20,90
2016/1/23 21:30,100
2016/1/23 21:40,110
2016/1/23 21:50,100
2016/1/23 22:00,100
2016/1/23 22:10,90
2016/1/23 22:20,70
2016/1/23 22:30,70
2016/1/23 22:40,60
2016/1/23 22:50,50
2016/1/23 23:00,50
2016/1/23 23:10,60
2016/1/23 23:20,80
2016/1/23 23:30,70
2016/1/23 23:40,80
2016/1/23 23:50,80
